Date,City,State,Position,Shape,Duration,Summary,DayOfYear,DayOfWeek,WeekNum
42216.875,"Entity[""City"", {""Somerville"", ""NewJersey"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""NewJersey"", ""UnitedStates""}]","GeoPosition[{40.5697495, -74.6076819}]","Missing[""NotAvailable""]","Quantity[15, ""Minutes""]","3 objects with lights, spotted in triangular formation while driving on RT 287.",212,6,31
42216.875,"Entity[""City"", {""Windham"", ""Maine"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Maine"", ""UnitedStates""}]","GeoPosition[{43.7946894, -70.4053294}]",light,"Quantity[5, ""Minutes""]","Very bright object observed in Maine, quite high & distant, moving very steadily across sky, covering a great distance.",212,6,31
42216.89583,"Entity[""City"", {""Bend"", ""Oregon"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Oregon"", ""UnitedStates""}]","GeoPosition[{44.0564303, -121.3080238}]",light,"Quantity[1, ""Minutes""]",I witnessed a object with a bright light come from the south and moved East disappearing. It had a bright white light that appeared bri,212,6,31
42216.89861,"Entity[""City"", {""Bandon"", ""Oregon"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Oregon"", ""UnitedStates""}]","GeoPosition[{43.1146897, -124.4155201}]",circle,"Quantity[3, ""Minutes""]",Daughter and I were sitting in her room and heard this super loud firecracker yet metallic metal steel drum boom kind of sound outside.,212,6,31
42216.89931,"Entity[""City"", {""Edison"", ""NewJersey"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""NewJersey"", ""UnitedStates""}]","GeoPosition[{40.5039907, -74.3494113}]",light,"Missing[""NoInput""]","White light, almost like a star.",212,6,31
42216.90625,"Entity[""City"", {""Frankfort"", ""Illinois"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Illinois"", ""UnitedStates""}]","GeoPosition[{41.4913421, -87.8394103}]",circle,"Quantity[5, ""Minutes""]","One adult male and adult female witnessed 6 crafts, one orange the others orange, went from flew overhead and blinked out one by one.",212,6,31
42216.91389,"Entity[""City"", {""Salem"", ""NewHampshire"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""NewHampshire"", ""UnitedStates""}]","GeoPosition[{42.788274799999996, -71.22172}]",light,"Quantity[15, ""Seconds""]",Light High.,212,6,31
42216.91667,"Entity[""City"", {""Richmond"", ""Minnesota"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Minnesota"", ""UnitedStates""}]","GeoPosition[{45.4555285, -94.5150387}]",flash,"Quantity[2, ""Seconds""]","Looking S near Richmond, MN. It was a horizontal flash, larger than a jet in three separate jagged lines...not lightning.",212,6,31
42216.92014,"Entity[""City"", {""BuffaloGrove"", ""Illinois"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Illinois"", ""UnitedStates""}]","GeoPosition[{42.1659808, -87.9618258}]",light,"Quantity[5, ""Minutes""]","Bright starlike object with changing speeds and floating movement at very high altitude moving W to E, without dimming in intensity.",212,6,31
42216.92708,"Entity[""City"", {""SaintJohnsbury"", ""Vermont"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Vermont"", ""UnitedStates""}]","GeoPosition[{44.4284571, -72.0107579}]",sphere,"Quantity[10, ""Minutes""]",Unexplained Bright White Lights Over Saint Johnsbury Vermont!!,212,6,31
42216.95833,"Entity[""City"", {""Orleans"", ""Massachusetts"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Massachusetts"", ""UnitedStates""}]","GeoPosition[{41.7877876, -70.0015213}]",cylinder,"Quantity[2, ""Minutes""]",Very bright object from the west moving east over Orleans MA 7-31-15.,212,6,31
42216.95833,"Entity[""City"", {""Stockton"", ""California"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""California"", ""UnitedStates""}]","GeoPosition[{37.9763417, -121.3133043}]",sphere,"Quantity[2, ""Minutes""]",Seven Beautiful luminous orange orange orbs dance away above Stockton California,212,6,31
42216.99306,"Entity[""City"", {""Scarborough"", ""Maine"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Maine"", ""UnitedStates""}]","GeoPosition[{43.5994572, -70.3319672}]",circle,"Quantity[5, ""Seconds""]","Ball-shaped green light zooms through the sky, stops, then continues.",212,6,31
42217.02083,"Entity[""City"", {""Miamisburg"", ""Ohio"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Ohio"", ""UnitedStates""}]","GeoPosition[{39.6309381, -84.270742}]",disk,"Quantity[2, ""Minutes""]",My b.f. and I were stargazing on our back porch after I told him I saw a very vivid and long falling star trail.,213,7,31
42217.08681,"Entity[""City"", {""SanBuenaventura"", ""California"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""California"", ""UnitedStates""}]","GeoPosition[{34.268127, -119.2550255}]","Missing[""NotAvailable""]","Quantity[30, ""Seconds""]","Object slowly rising, then took off like nothing man made.",213,7,31
42217.70833,"Entity[""City"", {""NewHope"", ""Pennsylvania"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Pennsylvania"", ""UnitedStates""}]","GeoPosition[{40.3613581, -74.9567959}]",circle,"Quantity[4, ""Minutes""]","20-30 bright orange circular lights/objects in sky over Route 202 in New Hope, Pa.",213,7,31
42217.88889,"Entity[""City"", {""Marseilles"", ""Illinois"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Illinois"", ""UnitedStates""}]","GeoPosition[{41.327795, -88.701121}]",fireball,"Quantity[2, ""Minutes""]",Various self piloting fireballs. Succeeded by red light craft.,213,7,31
42217.88958,"Entity[""City"", {""Tempe"", ""Arizona"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Arizona"", ""UnitedStates""}]","GeoPosition[{33.3884143, -111.9317823}]",light,"Quantity[10, ""Minutes""]","Ten points of light flying formation in the sky over Tempe, AZ, 21:21 hrs 1 AUG 2015.",213,7,31
42217.89583,"Entity[""City"", {""OakCreek"", ""Wisconsin"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Wisconsin"", ""UnitedStates""}]","GeoPosition[{42.8802371, -87.9007649}]",sphere,"Quantity[10, ""Minutes""]",Two red orange fireballs fly low over neighborhood.,213,7,31
42217.89583,"Entity[""City"", {""Ottawa"", ""Illinois"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Illinois"", ""UnitedStates""}]","GeoPosition[{41.3533787, -88.8318501}]",light,"Quantity[2, ""Minutes""]","Strange fire-like lights in the sky (3 total) near Ottawa, IL, that extinguished after a few minutes, leaving only a red light.",213,7,31
42217.9,"Entity[""City"", {""LaGrange"", ""NewYork"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""NewYork"", ""UnitedStates""}]","GeoPosition[{41.684927, -73.7957496}]",circle,"Quantity[5, ""Minutes""]",Witnessed multiple red orb shapes moving in a line from below the hor. to middle sky. The lights appeared to be blinking or pulsing.,213,7,31
42217.91667,"Entity[""City"", {""Adamsville"", ""Tennessee"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Tennessee"", ""UnitedStates""}]","GeoPosition[{35.250124, -88.390311}]",fireball,"Quantity[4, ""Seconds""]",Massive fireball shot across the sky from the northwest to southeast. It had 2 smoke tails. ((NUFORC Note: Possible meteor?? PD)),213,7,31
42217.91667,"Entity[""City"", {""Champlin"", ""Minnesota"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Minnesota"", ""UnitedStates""}]","GeoPosition[{45.1725793, -93.3872502}]",light,"Quantity[30, ""Minutes""]",Steady orange lights traveling from SW horizon to NE horizon in under 30 seconds.,213,7,31
42217.91667,"Entity[""City"", {""Torrington"", ""Wyoming"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Wyoming"", ""UnitedStates""}]","GeoPosition[{42.066542, -104.182471}]",sphere,"Quantity[5, ""Minutes""]",One large bright light split into two.,213,7,31
42217.92361,"Entity[""City"", {""Gonzales"", ""Louisiana"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Louisiana"", ""UnitedStates""}]","GeoPosition[{30.2155152, -90.924154}]",light,"Quantity[40, ""Seconds""]","Walking after dinner and looking to big moon in clear sky, all of sudden a very fast white light appeared in sky.",213,7,31
42217.9375,"Entity[""City"", {""Barboursville"", ""WestVirginia"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""WestVirginia"", ""UnitedStates""}]","GeoPosition[{38.4060048, -82.2963883}]",triangle,"Quantity[15, ""Minutes""]","Orange triangular shaped object hovering in the sky over our Beechfork State Park campgound, Barboursville, WV.",213,7,31
42217.95833,"Entity[""City"", {""Hicksville"", ""NewYork"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""NewYork"", ""UnitedStates""}]","GeoPosition[{40.7641365, -73.5248057}]",formation,"Quantity[7, ""Minutes""]",Invasion of numerous bright orange/yellow lights across sky.,213,7,31
42217.95833,"Entity[""City"", {""MasticBeach"", ""NewYork"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""NewYork"", ""UnitedStates""}]","GeoPosition[{40.7675917, -72.8375585}]",light,"Quantity[2, ""Minutes""]","1 Greenish changing to Red light moved slowly at first then swirled around once rapidly only to disappear after 2 min., reappears.",213,7,31
42218,"Entity[""City"", {""LeesSummit"", ""Missouri"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Missouri"", ""UnitedStates""}]","GeoPosition[{38.9189584, -94.3827683}]",triangle,"Quantity[5, ""Minutes""]",Triangle object seen flying over Lees Summit.,214,1,32
42218.00556,"Entity[""City"", {""Toronto"", ""Ontario"", ""Canada""}]","Entity[""AdministrativeDivision"", {""Ontario"", ""Canada""}]","GeoPosition[{43.65, -79.38}]",cylinder,"Quantity[2, ""Minutes""]","Sunday, August 2, 2015 Downtown Toronto, ONTARIO, Canada 12:08am - For a distance that I would say is no more than 6-inches across the",214,1,32
42218.00903,"Entity[""City"", {""Lewisville"", ""Texas"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Texas"", ""UnitedStates""}]","GeoPosition[{33.0465513, -96.9818258}]",circle,"Quantity[30, ""Minutes""]","I saw a star like object flickering strangely. I got up and saw it was rapidly flashing red green orange white blue, no real pattern i.",214,1,32
42218.04861,"Entity[""City"", {""Reno"", ""Nevada"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Nevada"", ""UnitedStates""}]","GeoPosition[{39.4744867, -119.7765384}]",circle,"Quantity[1, ""Seconds""]","I saw a bright white light shooting across the sky, which at first I thought was a shooting star. Then milliseconds later I saw an obje",214,1,32
42218.0625,"Entity[""City"", {""Reno"", ""Nevada"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Nevada"", ""UnitedStates""}]","GeoPosition[{39.4744867, -119.7765384}]","Missing[""NotAvailable""]","Quantity[1, ""Minutes""]","2 women are frightened by a very loud low flying object, while in their hotel room, watching a lightening storm.",214,1,32
42218.32986,"Entity[""City"", {""JeffersonCity"", ""Tennessee"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Tennessee"", ""UnitedStates""}]","GeoPosition[{36.1201253, -83.4834705}]",cylinder,"Quantity[1, ""Seconds""]",Tubular silent unknown above flying SE.,214,1,32
42218.58333,"Entity[""City"", {""Boston"", ""Massachusetts"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Massachusetts"", ""UnitedStates""}]","GeoPosition[{42.33196, -71.0201725}]","Missing[""NotAvailable""]","Quantity[3, ""Minutes""]","While at the beach with my family I noticed 4 military helicopter flying low, across Boston. This is unusual so I took a picture.",214,1,32
42218.77778,"Entity[""City"", {""Warwick"", ""RhodeIsland"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""RhodeIsland"", ""UnitedStates""}]","GeoPosition[{41.7007569, -71.4203343}]",sphere,"Quantity[10, ""Seconds""]","Bright reddish/orange self-illuminated sphere rising up from Warwick Pond in Warwick, Rhode Island.",214,1,32
42218.79167,"Entity[""City"", {""LasVegas"", ""Nevada"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Nevada"", ""UnitedStates""}]","GeoPosition[{36.2277116, -115.2640448}]",sphere,"Quantity[5, ""Minutes""]",Spheres.,214,1,32
42218.84375,"Entity[""City"", {""Sandwich"", ""Massachusetts"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Massachusetts"", ""UnitedStates""}]","GeoPosition[{41.7570642, -70.4980193}]",fireball,"Quantity[15, ""Minutes""]",The first sighting was two bright orange/red balls going thru the sky with no sound.,214,1,32
42218.91667,"Entity[""City"", {""Johnstown"", ""Ohio"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Ohio"", ""UnitedStates""}]","GeoPosition[{40.1491418, -82.68694}]",light,"Quantity[5, ""Seconds""]","Bright red orb/light, perfect circle, fuzzy, faded into nothing. Only lasted a few seconds. No sound.",214,1,32
42218.91667,"Entity[""City"", {""NewOrleans"", ""Louisiana"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Louisiana"", ""UnitedStates""}]","GeoPosition[{29.972754, -90.059011}]",circle,"Quantity[10, ""Minutes""]",Two circular lights shoot across the might sky.,214,1,32
42218.94444,"Entity[""City"", {""Reynoldsburg"", ""Ohio"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Ohio"", ""UnitedStates""}]","GeoPosition[{39.9595831, -82.7955543}]",sphere,"Quantity[4, ""Minutes""]","Sphere, high in sky, west to east. Very high speed, stopped on a dime, elevated, lowered and continued.",214,1,32
42218.95833,"Entity[""City"", {""Bozeman"", ""Montana"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Montana"", ""UnitedStates""}]","GeoPosition[{45.6831553, -111.0537837}]",sphere,"Quantity[15, ""Minutes""]",Orange sphere below waning moon south of bozeman,214,1,32
42218.96875,"Entity[""City"", {""Knoxville"", ""Tennessee"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Tennessee"", ""UnitedStates""}]","GeoPosition[{35.9708752, -83.9464787}]",circle,"Quantity[5, ""Minutes""]","UFO on Chapman Hwy Knoxville, TN.",214,1,32
42218.97292,"Entity[""City"", {""VirginiaBeach"", ""Virginia"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Virginia"", ""UnitedStates""}]","GeoPosition[{36.7793219, -76.0240202}]","Missing[""NotAvailable""]","Quantity[10, ""Minutes""]","Large, bright blue & red lights over Virginia Beach.",214,1,32
42218.98264,"Entity[""City"", {""PortTownsend"", ""Washington"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Washington"", ""UnitedStates""}]","GeoPosition[{48.1285296, -122.7879356}]",fireball,"Quantity[6, ""Seconds""]","Aug. 2nd, near Port Townsend, WA. 6 second, huge expanding flame/fire--massive and suddenly disappeared.",214,1,32
42219.02083,"Entity[""City"", {""Rupert"", ""WestVirginia"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""WestVirginia"", ""UnitedStates""}]","GeoPosition[{37.9648045, -80.6867857}]","Missing[""NotAvailable""]","Quantity[1, ""Seconds""]",UFO with orange light in a hurry to get somewhere.,215,2,32
42219.15625,"Entity[""City"", {""Richmond"", ""Virginia"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Virginia"", ""UnitedStates""}]","GeoPosition[{37.531399, -77.4760085}]",fireball,"Quantity[30, ""Seconds""]","Large, silent blue meteor like object fly over James River and quickly disappear.",215,2,32
42219.16597,"Entity[""City"", {""Fairfax"", ""Virginia"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Virginia"", ""UnitedStates""}]","GeoPosition[{38.8531833, -77.2990252}]",flash,"Quantity[2, ""Seconds""]",Brilliant flash of light illuminating my entire line of sight for 2 seconds approximately.,215,2,32
42219.33333,"Entity[""City"", {""Atlanta"", ""Georgia"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Georgia"", ""UnitedStates""}]","GeoPosition[{33.7629088, -84.4226745}]",oval,"Quantity[10, ""Minutes""]","I saw a bright dot in the western sky, two attached circles white and silver visible only with binoculars.",215,2,32
42219.57292,"Entity[""City"", {""Minneapolis"", ""Minnesota"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Minnesota"", ""UnitedStates""}]","GeoPosition[{44.9633235, -93.2682835}]",light,"Quantity[2, ""Minutes""]",Three balls of light seen moving east over industrial area of NE Minneapolis-St. Paul.,215,2,32
42219.73958,"Entity[""City"", {""Tulsa"", ""Oklahoma"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Oklahoma"", ""UnitedStates""}]","GeoPosition[{36.1279488, -95.9023162}]","Missing[""NotAvailable""]","Quantity[15, ""Seconds""]","Sun was shining on hovering, still, silver object in western Tulsa sky, about 15 seconds before it vanished.",215,2,32
42219.83333,"Entity[""City"", {""SanDiego"", ""California"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""California"", ""UnitedStates""}]","GeoPosition[{32.8152995, -117.134993}]",oval,"Quantity[1, ""Minutes""]",Green glowing oval ufo followed by helicopter.,215,2,32
42219.875,"Entity[""City"", {""Jonesboro"", ""Illinois"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Illinois"", ""UnitedStates""}]","GeoPosition[{37.4509585, -89.2668997}]",fireball,"Missing[""NoInput""]",Fireball.,215,2,32
