Date,City,State,Position,Shape,Duration,Summary,DayOfYear,DayOfWeek,WeekNum
42208.94444,"Entity[""City"", {""Appleton"", ""Wisconsin"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Wisconsin"", ""UnitedStates""}]","GeoPosition[{44.2788191, -88.3926255}]",flash,"Quantity[1, ""Seconds""]","Light flashed downward in the sky turning to a bright green, way too fast for a shooting star.",204,5,30
42208.95139,"Entity[""City"", {""Wantagh"", ""NewYork"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""NewYork"", ""UnitedStates""}]","GeoPosition[{40.6693505, -73.5102547}]",cylinder,"Quantity[1, ""Hours""]",We saw high up in the sky three long objects in the sky. We thought at first helicopters. Lights went on (all lite up like fire) and,204,5,30
42208.95139,"Entity[""City"", {""Wantagh"", ""NewYork"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""NewYork"", ""UnitedStates""}]","GeoPosition[{40.6693505, -73.5102547}]",fireball,"Quantity[1, ""Hours""]",Saw 3 fire ball like circular objects in the sky where planes fly over backyard. The lights went on then all off few minutes later.,204,5,30
42208.95833,"Entity[""City"", {""Carrboro"", ""NorthCarolina"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""NorthCarolina"", ""UnitedStates""}]","GeoPosition[{35.92623, -79.0869948}]",triangle,"Quantity[5, ""Minutes""]","Three lights as bright as the moon, possible triangle.",204,5,30
42208.95833,"Entity[""City"", {""Vincennes"", ""Indiana"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Indiana"", ""UnitedStates""}]","GeoPosition[{38.6761009, -87.5111188}]",flash,"Quantity[30, ""Seconds""]",Saw flashing lights heading very fast and low over fields and paralell to highway 41 south.,204,5,30
42209.04167,"Entity[""City"", {""Kyle"", ""Texas"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Texas"", ""UnitedStates""}]","GeoPosition[{30.0021024, -97.8636695}]",other,"Quantity[30, ""Seconds""]",Unexplainable red and blue flashing object falls toward earth!!!,205,6,30
42209.09375,"Entity[""City"", {""Bohemia"", ""NewYork"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""NewYork"", ""UnitedStates""}]","GeoPosition[{40.7766974, -73.134857}]",other,"Quantity[8, ""Minutes""]",Large orange lighted craft slowly flying over our house and making a mechanical noise that I had never heard before at 2:15am on July 2,205,6,30
42209.21181,"Entity[""City"", {""Milwaukee"", ""Wisconsin"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Wisconsin"", ""UnitedStates""}]","GeoPosition[{43.0633484, -87.9666952}]",other,"Quantity[1, ""Seconds""]","Bright white light opened like hand-fan, violently collapsed on itself",205,6,30
42209.44792,"Entity[""City"", {""Akron"", ""Ohio"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Ohio"", ""UnitedStates""}]","GeoPosition[{41.0804559, -81.5214295}]",rectangle,"Quantity[2, ""Minutes""]","Rectangular, almost square, a little smaller than the Goodyear blimp, no lights, gray color",205,6,30
42209.52083,"Entity[""City"", {""Southport"", ""Indiana"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Indiana"", ""UnitedStates""}]","GeoPosition[{39.659986, -86.1171148}]",circle,"Quantity[15, ""Minutes""]","07/24/15 - 12:30pm - Southport IN - Orb/Sphere - 15minutes - Blue-White orb/sphere in southeastern sky, daytime, brighter than sun",205,6,30
42209.72917,"Entity[""City"", {""Dundalk"", ""Maryland"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Maryland"", ""UnitedStates""}]","GeoPosition[{39.2668244, -76.496531}]",cylinder,"Quantity[15, ""Minutes""]","One white cylinder-shaped object, levitating over community in Dundalk, Maryland.",205,6,30
42209.875,"Entity[""City"", {""Reading"", ""Pennsylvania"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Pennsylvania"", ""UnitedStates""}]","GeoPosition[{40.33922, -75.9262773}]",light,"Quantity[5, ""Minutes""]","Orangish colored bright light traveling slowly over Reading, PA.",205,6,30
42209.88542,"Entity[""City"", {""Winfield"", ""Missouri"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Missouri"", ""UnitedStates""}]","GeoPosition[{38.9943743, -90.7437826}]",oval,"Quantity[2, ""Minutes""]","Bright red light moving acoss sky, than light went out and could see Oval Object.",205,6,30
42209.91667,"Entity[""City"", {""Portage"", ""Michigan"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Michigan"", ""UnitedStates""}]","GeoPosition[{42.1997647, -85.5907919}]",fireball,"Quantity[5, ""Minutes""]",One bright fireball splits into two.,205,6,30
42209.92708,"Entity[""City"", {""Highland"", ""California"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""California"", ""UnitedStates""}]","GeoPosition[{34.1112424, -117.164746}]",triangle,"Quantity[5, ""Minutes""]",Glowing object dropping embers over San Bernardino,205,6,30
42209.94097,"Entity[""City"", {""Blaine"", ""Minnesota"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Minnesota"", ""UnitedStates""}]","GeoPosition[{45.1704972, -93.2060714}]",fireball,"Quantity[5, ""Minutes""]",Fireball disappearing.,205,6,30
42209.94722,"Entity[""City"", {""Eagan"", ""Minnesota"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Minnesota"", ""UnitedStates""}]","GeoPosition[{44.8155, -93.1624}]",light,"Quantity[2, ""Minutes""]","Bright, erratic, movement of lights.",205,6,30
42209.95833,"Entity[""City"", {""Delaware"", ""Ohio"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Ohio"", ""UnitedStates""}]","GeoPosition[{40.2865592, -83.07486}]",sphere,"Quantity[5, ""Minutes""]","Red/orange sphere hovering over Delaware, Ohio.",205,6,30
42209.95833,"Entity[""City"", {""Louisville"", ""Kentucky"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Kentucky"", ""UnitedStates""}]","GeoPosition[{38.22887, -85.749534}]",light,"Quantity[8, ""Minutes""]","Me and my brother was outside last Friday early morning we saw a blue sphere light orb the same size a carrier, it was gliding while pu",205,6,30
42209.95833,"Entity[""City"", {""Phoenix"", ""Arizona"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Arizona"", ""UnitedStates""}]","GeoPosition[{33.5721625, -112.0879662}]",circle,"Quantity[15, ""Minutes""]",It stood still over mountain for minutes,205,6,30
42209.96875,"Entity[""City"", {""Bolivar"", ""Missouri"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Missouri"", ""UnitedStates""}]","GeoPosition[{37.6066966, -93.4167093}]",triangle,"Quantity[5, ""Minutes""]","Multiple triangular, hovering, and, well lighted craft spotted in formation in unincorporated Polk County, Missouri.",205,6,30
42209.97917,"Entity[""City"", {""Pierz"", ""Minnesota"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Minnesota"", ""UnitedStates""}]","GeoPosition[{45.9780278, -94.1014698}]",circle,"Quantity[10, ""Seconds""]",Possible UFO sighting.,205,6,30
42210.01736,"Entity[""City"", {""Ocoee"", ""Florida"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Florida"", ""UnitedStates""}]","GeoPosition[{28.5785764, -81.534116}]","Missing[""NotAvailable""]","Quantity[1, ""Seconds""]","Orangish red glow streaking across the sky at low altittude, high speeds.",206,7,30
42210.03333,"Entity[""City"", {""EastProvidence"", ""RhodeIsland"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""RhodeIsland"", ""UnitedStates""}]","GeoPosition[{41.7999563, -71.3565841}]",fireball,"Quantity[3, ""Minutes""]","Red and blue light UFO over Cranston, Rhode Island, landing vertically in Narragansett Bay.",206,7,30
42210.69792,"Entity[""City"", {""Hutto"", ""Texas"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Texas"", ""UnitedStates""}]","GeoPosition[{30.544517, -97.545198}]",triangle,"Quantity[5, ""Minutes""]",The photo I took had a total of three objects.,206,7,30
42210.77778,"Entity[""City"", {""Tempe"", ""Arizona"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Arizona"", ""UnitedStates""}]","GeoPosition[{33.3884143, -111.9317823}]",light,"Quantity[5, ""Minutes""]",Lights over North Tempe.,206,7,30
42210.77917,"Entity[""City"", {""Hampton"", ""Virginia"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Virginia"", ""UnitedStates""}]","GeoPosition[{37.0480303, -76.2971486}]",light,"Quantity[25, ""Minutes""]",2 white dots in the eastern sky higher than 35k feet.,206,7,30
42210.84375,"Entity[""City"", {""SaintPaul"", ""Minnesota"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Minnesota"", ""UnitedStates""}]","GeoPosition[{44.9488695, -93.1038552}]",rectangle,"Quantity[30, ""Minutes""]","One larger object, w/ 4 smaller obj.s hovering nearby. The 4 smaller units disappeared up into clouds.",206,7,30
42210.85417,"Entity[""City"", {""Wayne"", ""WestVirginia"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""WestVirginia"", ""UnitedStates""}]","GeoPosition[{38.2248942, -82.4414061}]","Missing[""NotAvailable""]","Quantity[3, ""Minutes""]",I saw a silver orb.,206,7,30
42210.875,"Entity[""City"", {""Milwaukee"", ""Wisconsin"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Wisconsin"", ""UnitedStates""}]","GeoPosition[{43.0633484, -87.9666952}]",sphere,"Quantity[3, ""Minutes""]","Flaming object split into 5 blue orbs, formed a trapeziod then disappeared.",206,7,30
42210.87986,"Entity[""City"", {""Milwaukee"", ""Wisconsin"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Wisconsin"", ""UnitedStates""}]","GeoPosition[{43.0633484, -87.9666952}]","Missing[""NotAvailable""]","Quantity[2, ""Minutes""]",Object moving downward with orange glow then suddenly disappeared.,206,7,30
42210.91667,"Entity[""City"", {""Broomfield"", ""Colorado"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Colorado"", ""UnitedStates""}]","GeoPosition[{39.9533825, -105.052125}]",changing,"Quantity[5, ""Minutes""]",Iridescent dots meandering through the sky in various formations.,206,7,30
42210.9375,"Entity[""City"", {""Irvine"", ""California"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""California"", ""UnitedStates""}]","GeoPosition[{33.6783986, -117.7712541}]",triangle,"Quantity[5, ""Minutes""]",Hovering craft with red and green blinking lights. Hovers for a minute and then moved to a new spot.,206,7,30
42211.07292,"Entity[""City"", {""NewYork"", ""NewYork"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""NewYork"", ""UnitedStates""}]","GeoPosition[{40.6642738, -73.9385004}]",fireball,"Quantity[2, ""Minutes""]","4 orange colored balls, moving from south to east. glided low and took off and disappeared in 2 mins. There was helicopter activity 30",207,1,31
42211.34375,"Entity[""City"", {""Whittier"", ""California"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""California"", ""UnitedStates""}]","GeoPosition[{33.9668274, -118.0201222}]","Missing[""NotAvailable""]","Quantity[2, ""Minutes""]","Saw 3 round object with red bright lights. They were moving lightly, then all of the sudden they took off.",207,1,31
42211.77083,"Entity[""City"", {""Broomfield"", ""Colorado"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Colorado"", ""UnitedStates""}]","GeoPosition[{39.9533825, -105.052125}]",circle,"Quantity[4, ""Minutes""]",Circular ferris wheel object with bright lights moving across the sky.,207,1,31
42211.875,"Entity[""City"", {""Mentor"", ""Ohio"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Ohio"", ""UnitedStates""}]","GeoPosition[{41.6901593, -81.3358787}]","Missing[""NotAvailable""]","Quantity[4, ""Minutes""]",The first thing that came to mind was that these beams of red light were linking with my total being.,207,1,31
42211.90764,"Entity[""City"", {""Arnold"", ""Missouri"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Missouri"", ""UnitedStates""}]","GeoPosition[{38.4260049, -90.3693124}]",fireball,"Quantity[3, ""Minutes""]","Spotted a bright orange, burning fireball heading northeast.",207,1,31
42212.54167,"Entity[""City"", {""Redmond"", ""Oregon"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Oregon"", ""UnitedStates""}]","GeoPosition[{44.2627529, -121.1801366}]",light,"Quantity[1, ""Hours""]","Unusual bright object, visible during mid-day; bright blue sky.",208,2,31
42212.80208,"Entity[""City"", {""Berwick"", ""Pennsylvania"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Pennsylvania"", ""UnitedStates""}]","GeoPosition[{41.0552277, -76.2509891}]",sphere,"Quantity[2, ""Minutes""]",Larger craft and small sphere using cloud as cover. ((NUFORC Note: Photos show tiny speck. PD)),208,2,31
42212.81597,"Entity[""City"", {""EaglePoint"", ""Oregon"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Oregon"", ""UnitedStates""}]","GeoPosition[{42.4676957, -122.8015679}]",oval,"Quantity[2, ""Minutes""]",Metallic oval light over Southern Oregon viewed for several minutes.,208,2,31
42212.86806,"Entity[""City"", {""Acworth"", ""Georgia"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Georgia"", ""UnitedStates""}]","GeoPosition[{34.056421, -84.6674565}]",oval,"Quantity[5, ""Minutes""]",My wife and I were sitting on the porch and she saw the obj. in the sky and told me to look at the object that's when it disappeared.,208,2,31
42212.88333,"Entity[""City"", {""Monroe"", ""NorthCarolina"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""NorthCarolina"", ""UnitedStates""}]","GeoPosition[{35.0015898, -80.5612792}]",cigar,"Quantity[10, ""Minutes""]","Vertical, orange, cigar shaped craft.",208,2,31
42212.89236,"Entity[""City"", {""Chattanooga"", ""Tennessee"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Tennessee"", ""UnitedStates""}]","GeoPosition[{35.0664635, -85.2470649}]",formation,"Quantity[8, ""Minutes""]","Three bright stationary lights above Chattanooga, TN.",208,2,31
42212.89583,"Entity[""City"", {""Durham"", ""NorthCarolina"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""NorthCarolina"", ""UnitedStates""}]","GeoPosition[{35.9809638, -78.9056471}]",cigar,"Quantity[3, ""Minutes""]","Driving and saw a cigar shaped object moving slowly, gliding. Way larger than a plane. Not near the airport. Thought maybe it was a bl",208,2,31
42212.89583,"Entity[""City"", {""Leslie"", ""Arkansas"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Arkansas"", ""UnitedStates""}]","GeoPosition[{35.8295078, -92.5559609}]",light,"Quantity[15, ""Seconds""]",Lights in the sky.,208,2,31
42212.91667,"Entity[""City"", {""Atglen"", ""Pennsylvania"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Pennsylvania"", ""UnitedStates""}]","GeoPosition[{39.9475081, -75.9749871}]",formation,"Quantity[15, ""Minutes""]",15+ Orangish Red lights/orbs sitting in one spot of sky for 20 minutes before a light shot off into north direction then lights vanis,208,2,31
42212.91667,"Entity[""City"", {""SanPierre"", ""Indiana"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Indiana"", ""UnitedStates""}]","GeoPosition[{41.1988635, -86.8922534}]",circle,"Quantity[1, ""Minutes""]",Bright flashing yellow light moving fast.,208,2,31
42213.05208,"Entity[""City"", {""Antioch"", ""California"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""California"", ""UnitedStates""}]","GeoPosition[{37.977541, -121.7976176}]",fireball,"Quantity[15, ""Minutes""]",Fireball over Antioch California seen for 15-20 minutes travelling at varying speeds and making dramatic direction changes.,209,3,31
42213.0625,"Entity[""City"", {""Salem"", ""NewHampshire"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""NewHampshire"", ""UnitedStates""}]","GeoPosition[{42.788274799999996, -71.22172}]","Missing[""NotAvailable""]","Quantity[30, ""Seconds""]",A loud humming/whistling object with bright lights flew over my home.,209,3,31
42213.76042,"Entity[""City"", {""Spokane"", ""Washington"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Washington"", ""UnitedStates""}]","GeoPosition[{47.6735545, -117.4165955}]",light,"Quantity[30, ""Minutes""]","Father and son witness two highly-reflective, disk-shaped craft, in the southeastern sky of Spokane.",209,3,31
42213.83125,"Entity[""City"", {""Seabrook"", ""Texas"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Texas"", ""UnitedStates""}]","GeoPosition[{29.568506, -95.022626}]",formation,"Quantity[5, ""Minutes""]","Witnessed 15 Flame Orbs in Seabrook, Texas.",209,3,31
42213.91667,"Entity[""City"", {""Cameron"", ""NorthCarolina"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""NorthCarolina"", ""UnitedStates""}]","GeoPosition[{35.3259145, -79.2541346}]",oval,"Quantity[5, ""Seconds""]",A huge bright red glowing light formed in the sky!,209,3,31
42213.92708,"Entity[""City"", {""Kirkland"", ""Washington"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Washington"", ""UnitedStates""}]","GeoPosition[{47.6846642, -122.1914659}]",light,"Quantity[1, ""Minutes""]","Quick color changing, blinking object seen flying in Kirkland.",209,3,31
42213.95833,"Entity[""City"", {""Aberdeen"", ""Washington"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Washington"", ""UnitedStates""}]","GeoPosition[{46.9766766, -123.8097175}]",rectangle,"Quantity[12, ""Minutes""]","I noticed unusual lights coming from down the hill, over the Wishkah River, about half a mile away from the house.",209,3,31
42213.95833,"Entity[""City"", {""Cumberland"", ""Maine"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Maine"", ""UnitedStates""}]","GeoPosition[{43.7871075, -70.2511435}]",light,"Quantity[5, ""Seconds""]","Row of 10 or more vertical white flashing lights with red light at bottom, then vanished.",209,3,31
42214.10417,"Entity[""City"", {""CedarFalls"", ""Iowa"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Iowa"", ""UnitedStates""}]","GeoPosition[{42.5194018, -92.4526561}]",formation,"Quantity[1, ""Hours""]",Question Mark Formation in the East.,210,4,31
42214.5625,"Entity[""City"", {""ChulaVista"", ""California"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""California"", ""UnitedStates""}]","GeoPosition[{32.6276701, -117.0151695}]",disk,"Quantity[2, ""Minutes""]",Silver disc object over Mexican airspace,210,4,31
42214.56389,"Entity[""City"", {""Waterloo"", ""Iowa"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Iowa"", ""UnitedStates""}]","GeoPosition[{42.4923267, -92.3519473}]",sphere,"Quantity[1, ""Minutes""]",Looked like 15-16 spheres which had translucent colors. Rotated around each each other slowly then disappeared; reappeared.,210,4,31
42214.85208,"Entity[""City"", {""Ramona"", ""California"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""California"", ""UnitedStates""}]","GeoPosition[{33.0456193, -116.8775149}]",light,"Quantity[1, ""Minutes""]","I heard a pulsating sound, thought, ""That's a weird sounding helicopter."" Looked up and saw a jet following a light.",210,4,31
42214.875,"Entity[""City"", {""Bristol"", ""RhodeIsland"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""RhodeIsland"", ""UnitedStates""}]","GeoPosition[{41.6757303, -71.273331}]",sphere,"Quantity[30, ""Seconds""]",Three purple/red objects with strobe traveling SE to ENE.,210,4,31
42214.90833,"Entity[""City"", {""GroveCity"", ""Ohio"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Ohio"", ""UnitedStates""}]","GeoPosition[{39.8665037, -83.0664182}]",sphere,"Quantity[5, ""Minutes""]",Red pulsing orb moving silently across the sky.,210,4,31
42214.91667,"Entity[""City"", {""Columbia"", ""SouthCarolina"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""SouthCarolina"", ""UnitedStates""}]","GeoPosition[{34.017105, -81.010759}]",disk,"Quantity[2, ""Hours""]","Saucer shape with red, yellow, green lights like lights on a ferris wheel at the stat fair. ((NUFORC Note: ""Twinkling"" star? PD))",210,4,31
42214.91667,"Entity[""City"", {""SaltonCity"", ""California"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""California"", ""UnitedStates""}]","GeoPosition[{33.2993818, -115.9609083}]",circle,"Quantity[5, ""Minutes""]",Bright yellow circle lights.,210,4,31
42214.9375,"Entity[""City"", {""Chelsea"", ""Massachusetts"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Massachusetts"", ""UnitedStates""}]","GeoPosition[{42.3968243, -71.0313479}]",oval,"Quantity[1, ""Seconds""]","Bright, oval shape at very high speed zoomed through the sky. I found a report from Leicester, MA on 6/26 and it was exactly the same.",210,4,31
42214.94792,"Entity[""City"", {""Edmonton"", ""Alberta"", ""Canada""}]","Entity[""AdministrativeDivision"", {""Alberta"", ""Canada""}]","GeoPosition[{53.57, -113.54}]",light,"Quantity[2, ""Minutes""]","Witnessing three light objects above Edmonton, Alberta, Canada at 10:45 pm July 29, 2015.",210,4,31
42215.0625,"Entity[""City"", {""Browning"", ""Montana"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Montana"", ""UnitedStates""}]","GeoPosition[{48.5563054, -113.0151247}]",sphere,"Quantity[1, ""Minutes""]",Bright light rapidly changing direction in the night sky.,211,5,31
42215.125,"Entity[""City"", {""Berlin"", ""Maryland"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Maryland"", ""UnitedStates""}]","GeoPosition[{38.3304501, -75.2159334}]",light,"Quantity[2, ""Minutes""]","The a/c was just above the tree line, going at a fast rate. It was flashing red and white lights. It was heading north towards Dover.",211,5,31
42215.51042,"Entity[""City"", {""Billings"", ""Montana"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Montana"", ""UnitedStates""}]","GeoPosition[{45.7895184, -108.5498909}]",circle,"Quantity[10, ""Minutes""]",A reddish circle moving slowly across the sky from the west to the east. Got smaller and smaller and disappeared.,211,5,31
42215.52569,"Entity[""City"", {""DesMoines"", ""Iowa"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Iowa"", ""UnitedStates""}]","GeoPosition[{41.5739461, -93.616708}]",disk,"Quantity[5, ""Seconds""]","Five shiny saucer like, tear drop objects in formation outside an airplane window.",211,5,31
42215.5625,"Entity[""City"", {""Troutdale"", ""Oregon"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Oregon"", ""UnitedStates""}]","GeoPosition[{45.5389301, -122.3930269}]",disk,"Quantity[10, ""Minutes""]","Long, flat whitish silver object between Clackamas and Troutdale, Oregon.",211,5,31
42215.90972,"Entity[""City"", {""Lincoln"", ""Nebraska"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Nebraska"", ""UnitedStates""}]","GeoPosition[{40.8089574, -96.6803544}]",light,"Quantity[15, ""Minutes""]","Red, green, and yellow flashing lights moving in ninety degree angles.",211,5,31
42215.92431,"Entity[""City"", {""Thornton"", ""Colorado"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Colorado"", ""UnitedStates""}]","GeoPosition[{39.9180372, -104.9454484}]",circle,"Quantity[3, ""Minutes""]","Orange flying lights over DIA seen from Thornton, CO.",211,5,31
42215.95833,"Entity[""City"", {""Georgetown"", ""SouthCarolina"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""SouthCarolina"", ""UnitedStates""}]","GeoPosition[{33.3724325, -79.2807926}]",flash,"Quantity[5, ""Minutes""]",2-3 Bright fireball lights in sky which fade slowly on and off.,211,5,31
42215.95833,"Entity[""City"", {""WestStockbridge"", ""Massachusetts"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Massachusetts"", ""UnitedStates""}]","GeoPosition[{42.3123377, -73.3878245}]",teardrop,"Quantity[2, ""Seconds""]",White object moving straight down in West Stockbridge.,211,5,31
42216.0625,"Entity[""City"", {""Hartford"", ""Connecticut"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Connecticut"", ""UnitedStates""}]","GeoPosition[{41.7660453, -72.6833394}]",disk,"Quantity[6, ""Seconds""]","3 lights, blue, green, and white appeared around the location of where they are building the new baseball stadium.",212,6,31
42216.07222,"Entity[""City"", {""VirginiaBeach"", ""Virginia"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Virginia"", ""UnitedStates""}]","GeoPosition[{36.7793219, -76.0240202}]",light,"Quantity[30, ""Minutes""]",Lights in sky with 3 globe looking lights.,212,6,31
42216.18056,"Entity[""City"", {""Medina"", ""Ohio"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Ohio"", ""UnitedStates""}]","GeoPosition[{41.1346361, -81.8695135}]",sphere,"Quantity[6, ""Seconds""]","Silent, bright sphere, passes over city of Medina.",212,6,31
42216.35417,"Entity[""City"", {""Seattle"", ""Washington"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Washington"", ""UnitedStates""}]","GeoPosition[{47.6204993, -122.3508761}]",circle,"Quantity[5, ""Minutes""]",Two silent objects moving slowly. Daylight sighting.,212,6,31
42216.40972,"Entity[""City"", {""Silverthorne"", ""Colorado"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Colorado"", ""UnitedStates""}]","GeoPosition[{39.638391, -106.076505}]",light,"Quantity[8, ""Hours""]",Strange lights in the sky while camping.,212,6,31
42216.70833,"Entity[""City"", {""SanFrancisco"", ""California"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""California"", ""UnitedStates""}]","GeoPosition[{37.759881, -122.437392}]",cylinder,"Missing[""NoInput""]",Ufo outside airplane. ((NUFORC Note: Photo indicates two bright objects ahead of the a/c wing; possible reflections. PD)),212,6,31
42216.75,"Entity[""City"", {""Bremerton"", ""Washington"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Washington"", ""UnitedStates""}]","GeoPosition[{47.570017, -122.652625}]",light,"Quantity[4, ""Minutes""]","Three balls of light hovering over Oyster Bay, for approximately 4 minutes before disappearing one by one. Saw 2 of the 3 on the follow",212,6,31
42216.83333,"Entity[""City"", {""DodgeCenter"", ""Minnesota"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Minnesota"", ""UnitedStates""}]","GeoPosition[{44.0286505, -92.8507876}]",disk,"Quantity[45, ""Minutes""]","Slim,round disk like hovering over the ski did not move, shown through the clouds,never seen anything like it before, have pictures.See",212,6,31
42216.85417,"Entity[""City"", {""Burke"", ""Virginia"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Virginia"", ""UnitedStates""}]","GeoPosition[{38.776991, -77.2635678}]",circle,"Quantity[2, ""Minutes""]","I watched for 2 mins. It hovered over Lake Royal, then slowly move to the N and disappeared over the trees. My heart is still racing.",212,6,31
42216.86111,"Entity[""City"", {""Coalinga"", ""California"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""California"", ""UnitedStates""}]","GeoPosition[{36.1330564, -120.339028}]",light,"Quantity[5, ""Minutes""]",Very bright as compared to star background. Definitely not an airplane; too fast no flashing lights. Traveled about 110 deg arc.,212,6,31
42216.875,"Entity[""City"", {""Auburn"", ""NewYork"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""NewYork"", ""UnitedStates""}]","GeoPosition[{42.9337096, -76.5673419}]",fireball,"Quantity[30, ""Seconds""]","Orange flaming ball of fire, flying west to east, with no sound or navigation lights.",212,6,31
42216.875,"Entity[""City"", {""Johnsburg"", ""Illinois"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Illinois"", ""UnitedStates""}]","GeoPosition[{42.3848743, -88.2467411}]",oval,"Quantity[1, ""Minutes""]","Slow, Low, from Northwest to Southeast, vertical unblinking lights, then disappeared.",212,6,31
